ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding,profile_id
-0.85933584,-1.0597363,0.18638211,1.6742135,2.024119,-0.2653079,-0.8347608,-0.25648063,-1.8373572,-1.417155,-1.2787778,-1.1101108,4
-0.8471955,-1.0602744,0.18524745,1.6746185,2.0241187,-0.2651264,-0.83448297,-0.25621933,-1.8381466,-1.4165518,-1.2746191,-1.1077827,4
-0.84235746,-1.0597024,0.18494612,1.6762897,2.0241187,-0.26590583,-0.8336748,-0.25609043,-1.8365079,-1.4154406,-1.272019,-1.1057026,4
-0.85148454,-1.0578856,0.1849107,1.6776624,2.0241168,-0.26520684,-0.832927,-0.255972,-1.8313389,-1.413735,-1.270682,-1.1034784,4
-0.86735773,-1.0555354,0.1843903,1.6784885,2.024115,-0.26554003,-0.8324572,-0.25582674,-1.8308673,-1.4127638,-1.2705175,-1.1019036,4
-0.87759495,-1.0535672,0.18439215,1.6758462,2.0241153,-0.2652891,-0.83276653,-0.25610876,-1.8238935,-1.4118419,-1.2682979,-1.1004285,4
-0.8849303,-1.0526081,0.18353616,1.6783035,2.024118,-0.26377228,-0.83161896,-0.25556704,-1.8227904,-1.4111904,-1.2669066,-1.0991336,4
-0.8921984,-1.0509592,0.18400186,1.6793768,2.024118,-0.26319394,-0.8313167,-0.2558316,-1.8190614,-1.4110221,-1.2654122,-1.0975665,4
-0.89973956,-1.0485258,0.18377629,1.6792619,2.024116,-0.26452708,-0.8312894,-0.2557197,-1.824067,-1.4105237,-1.2626171,-1.0957478,4
-0.904412,-1.0465965,0.18328404,1.6791615,2.024118,-0.2649516,-0.8311521,-0.25553703,-1.8153929,-1.4103204,-1.2603376,-1.0948341,4
-0.90517986,-1.0452332,0.18263005,1.6776596,2.0241244,-0.26419687,-0.8311646,-0.25566167,-1.8189173,-1.4101521,-1.2596343,-1.0942464,4
-0.90630203,-1.0445198,0.18366991,1.6756428,2.0241182,-0.2652649,-0.8323989,-0.256011,-1.8131709,-1.409932,-1.2592798,-1.0920722,4
-0.9110849,-1.0440085,0.18414633,1.6761091,2.0241196,-0.26449305,-0.83257675,-0.25610662,-1.8197701,-1.4096973,-1.2582209,-1.0893583,4
-0.91138095,-1.0449295,0.18497358,1.6777762,2.0241199,-0.26499245,-0.8317609,-0.25616908,-1.8151101,-1.4095291,-1.2565733,-1.0884521,4
-0.90851027,-1.0477877,0.18396455,1.6788749,2.0241184,-0.26451996,-0.83119935,-0.25583926,-1.8203193,-1.4094087,-1.2552286,-1.0885254,4
-0.90758985,-1.0509795,0.18462755,1.679125,2.0241203,-0.26321125,-0.8313189,-0.25584432,-1.816643,-1.4093224,-1.2538478,-1.088495,4
-0.9069304,-1.0538118,0.18647018,1.675502,2.0241158,-0.2646886,-0.832261,-0.2563898,-1.8127959,-1.4092605,-1.2513435,-1.0867499,4
-0.89617425,-1.0562111,0.1862238,1.6759686,2.0241175,-0.26582056,-0.83232695,-0.25623482,-1.8135521,-1.4092162,-1.2497834,-1.0828758,4
-0.8805409,-1.0580454,0.18643196,1.675699,2.0241177,-0.2648532,-0.8326436,-0.2564063,-1.8115335,-1.4091845,-1.2485663,-1.0776178,4
-0.8718485,-1.0587159,0.18512052,1.6760454,2.0241177,-0.2645099,-0.8323404,-0.25609955,-1.8107516,-1.4091617,-1.2451422,-1.0730126,4
-0.8605072,-1.0590111,0.18618016,1.6751846,2.0241196,-0.26626292,-0.83275604,-0.25642303,-1.8030866,-1.4091454,-1.2416173,-1.0673894,4
-0.8617689,-1.0594459,0.18587904,1.673936,2.0241172,-0.26460877,-0.8324886,-0.25649542,-1.799709,-1.4091337,-1.2393013,-1.0633081,4
-0.87773544,-1.0590428,0.18738168,1.6737553,2.0241187,-0.26654488,-0.8329549,-0.25681528,-1.7962688,-1.4091252,-1.2382864,-1.0636083,4
-0.8886823,-1.0572962,0.18644086,1.675193,2.0241196,-0.26544383,-0.8324737,-0.25661322,-1.7898815,-1.4091194,-1.2377335,-1.0621133,4
-0.8852555,-1.0549986,0.18657346,1.6746355,2.024118,-0.2645207,-0.8326511,-0.25661525,-1.7885246,-1.4091151,-1.2369882,-1.0586209,4
-0.8850869,-1.0519775,0.18406221,1.6767898,2.0241206,-0.26518738,-0.8312869,-0.25569868,-1.7869484,-1.409112,-1.2347949,-1.0548748,4
-0.8892976,-1.0493242,0.18628475,1.6741374,2.0241175,-0.26515868,-0.8317894,-0.25653026,-1.7893404,-1.4091097,-1.2317208,-1.0547643,4
-0.8766193,-1.0473163,0.18651351,1.6724339,2.0241203,-0.26631,-0.8327845,-0.25677982,-1.787599,-1.4091082,-1.2301652,-1.0531087,4
-0.85896945,-1.0454814,0.18482699,1.674765,2.0241165,-0.26435468,-0.8315208,-0.2562696,-1.779468,-1.4091071,-1.2297131,-1.0493534,4
-0.84786904,-1.0440685,0.18550518,1.6761141,2.024118,-0.2634524,-0.83094656,-0.25640655,-1.7813457,-1.4091061,-1.2277917,-1.0463586,4
-0.85114926,-1.0431074,0.18598744,1.6747912,2.0241175,-0.26498008,-0.83179104,-0.2564784,-1.7762359,-1.4091055,-1.2250501,-1.0437878,4
-0.8654546,-1.042795,0.18566167,1.6746505,2.02412,-0.2639548,-0.83170664,-0.25643542,-1.7746825,-1.4091052,-1.2229847,-1.0416423,4
-0.88005006,-1.0433108,0.18494135,1.6745422,2.0241182,-0.26295367,-0.8312505,-0.25631085,-1.7742277,-1.4087424,-1.2208583,-1.0399194,4
-0.8950169,-1.0448132,0.1852322,1.6752374,2.024119,-0.26483825,-0.83094895,-0.25645292,-1.7685568,-1.4070708,-1.2194782,-1.0385137,4
-0.91260654,-1.0471401,0.18573266,1.6760671,2.024119,-0.26454934,-0.8305154,-0.25636157,-1.7687414,-1.4050764,-1.2181895,-1.0383437,4
-0.93032366,-1.0500864,0.18551177,1.6761192,2.0241153,-0.26411974,-0.83060473,-0.2561882,-1.7712473,-1.4028507,-1.2166134,-1.0386328,4
-0.94324183,-1.0527152,0.18560605,1.6749722,2.0241184,-0.26333252,-0.83092993,-0.256063,-1.7657449,-1.4013658,-1.2154983,-1.0373685,4
-0.9527824,-1.0552572,0.18536434,1.6742581,2.0241196,-0.26271546,-0.83066523,-0.25623468,-1.7637639,-1.4024004,-1.2145371,-1.0354657,4
-0.9544767,-1.056605,0.18468355,1.6755102,2.0241175,-0.26376545,-0.83012164,-0.25597408,-1.7656503,-1.4011862,-1.2135036,-1.0346298,4
-0.94915587,-1.0569689,0.18575504,1.6751615,2.0241175,-0.26466763,-0.83050734,-0.25635108,-1.7630144,-1.3961447,-1.2127712,-1.0336791,4
-0.943556,-1.0562828,0.18518715,1.6762918,2.0241199,-0.26438215,-0.8299309,-0.25619084,-1.7535453,-1.3875297,-1.212538,-1.0339602,4
-0.93726957,-1.0545876,0.18583997,1.6750269,2.0241165,-0.2657888,-0.830496,-0.2564537,-1.7495776,-1.3837246,-1.2120568,-1.0339004,4
-0.93544877,-1.0530474,0.1866456,1.6702443,2.0241187,-0.2660857,-0.83196735,-0.25696775,-1.753185,-1.3793712,-1.2111056,-1.0311029,4
-0.9400118,-1.0515153,0.18606131,1.6717834,2.0241177,-0.26619112,-0.8315268,-0.25674933,-1.7542411,-1.3749964,-1.2083755,-1.0268036,4
-0.94238263,-1.0498364,0.18582086,1.6720206,2.024119,-0.26559284,-0.83159286,-0.25658676,-1.7498796,-1.3714334,-1.2062076,-1.0234971,4
-0.93874407,-1.048126,0.18515602,1.6743878,2.0241199,-0.2658799,-0.8302574,-0.2561841,-1.7465569,-1.3665503,-1.2034572,-1.0213866,4
-0.9304882,-1.0465719,0.18389498,1.6777995,2.024118,-0.26607403,-0.8283612,-0.2556181,-1.7491394,-1.3641155,-1.2002959,-1.0196372,4
-0.91082287,-1.0447505,0.18251485,1.6783624,2.0241184,-0.2661608,-0.82767236,-0.2555486,-1.7461789,-1.3645908,-1.1983205,-1.0165324,4
-0.89329046,-1.0432798,0.18254894,1.6770891,2.0241187,-0.26517224,-0.8281837,-0.25571996,-1.7371004,-1.3653704,-1.1969677,-1.0125943,4
-0.8875471,-1.0419439,0.18274,1.6798639,2.0241163,-0.26536977,-0.82705516,-0.25551987,-1.734908,-1.3602682,-1.1937401,-1.0103772,4
-0.88812524,-1.0411052,0.18386394,1.6786512,2.0241187,-0.26449686,-0.82758564,-0.25576636,-1.7375097,-1.35469,-1.190348,-1.0118607,4
-0.8942832,-1.0405511,0.18463533,1.6796259,2.0241177,-0.26549974,-0.82716036,-0.25568345,-1.7382795,-1.3515958,-1.1881822,-1.0136216,4
-0.89952874,-1.0404071,0.18526499,1.6777184,2.0241191,-0.26570812,-0.82822233,-0.255877,-1.7385732,-1.3499076,-1.1867002,-1.0110847,4
-0.9044842,-1.0416806,0.18522593,1.6764544,2.0241153,-0.2653168,-0.8281481,-0.25633126,-1.729965,-1.3471342,-1.1858438,-1.0072266,4
-0.9050684,-1.0444169,0.18573415,1.6747993,2.0241182,-0.26699564,-0.82924515,-0.256317,-1.724995,-1.3433688,-1.1854553,-1.0047958,4
-0.90408975,-1.0478828,0.18582481,1.6758258,2.024119,-0.26707438,-0.82899225,-0.25643608,-1.726114,-1.3403382,-1.1837465,-1.0027875,4
-0.9077334,-1.0513484,0.1838733,1.6769519,2.024118,-0.26581213,-0.82836205,-0.25592864,-1.7270005,-1.3382705,-1.1831154,-1.001786,4
-0.9121709,-1.0540022,0.18389747,1.677143,2.0241177,-0.26478517,-0.8282804,-0.25598574,-1.7239231,-1.3361422,-1.1818924,-1.0009342,4
-0.91411114,-1.0554249,0.18456358,1.674613,2.0241156,-0.2656862,-0.8286005,-0.25657198,-1.7271503,-1.3347822,-1.1787279,-0.998933,4
-0.90526015,-1.0561922,0.18370833,1.6754326,2.024119,-0.26569712,-0.8279979,-0.25612235,-1.7193562,-1.3337216,-1.1771761,-0.999565,4
-0.8820666,-1.0568949,0.1838005,1.6762323,2.0241182,-0.26442274,-0.82765406,-0.25622013,-1.7143415,-1.3324255,-1.1748061,-1.0014604,4
-0.86031646,-1.0564704,0.18432799,1.6753016,2.0241199,-0.26391056,-0.8282753,-0.2561927,-1.7085104,-1.3312253,-1.1734468,-1.0021384,4
-0.8356444,-1.0542346,0.18469796,1.6765708,2.0241182,-0.26418602,-0.8275405,-0.25592968,-1.7073491,-1.3310218,-1.1716566,-1.0013106,4
-0.7983543,-1.051358,0.18483984,1.6761723,2.0241222,-0.2640545,-0.8270117,-0.25635096,-1.7115364,-1.3314478,-1.1670542,-0.9991151,4
-0.7699393,-1.0491152,0.18490341,1.6772317,2.024118,-0.26503354,-0.82640284,-0.2562516,-1.7113036,-1.3303797,-1.1614264,-0.9958774,4
-0.7664764,-1.0469166,0.18472427,1.6775564,2.0241191,-0.2650626,-0.8263884,-0.2560232,-1.7149229,-1.3291577,-1.1571642,-0.9917864,4
-0.76798105,-1.0447339,0.1836785,1.6787413,2.024119,-0.26570556,-0.82595927,-0.25554767,-1.7155163,-1.3287297,-1.1537732,-0.9882945,4
-0.7552134,-1.0432266,0.18505129,1.6787853,2.02412,-0.26522055,-0.8260157,-0.25571117,-1.704863,-1.328025,-1.1507341,-0.9867404,4
-0.74485373,-1.0422027,0.18566163,1.6802641,2.0241177,-0.2656542,-0.8252419,-0.25582036,-1.7082373,-1.327133,-1.1495377,-0.9859635,4
-0.73886544,-1.041191,0.18518358,1.6784215,2.0241158,-0.26494876,-0.8255696,-0.25593698,-1.7058651,-1.3263493,-1.1484113,-0.9844218,4
-0.72559994,-1.0404325,0.1844137,1.6788251,2.0241191,-0.26559383,-0.8255266,-0.25570726,-1.6938987,-1.3259841,-1.1469122,-0.9832304,4
-0.7142315,-1.0401661,0.18427163,1.6788801,2.0241177,-0.26723865,-0.8256727,-0.25552693,-1.6923223,-1.325112,-1.1455798,-0.98291475,4
-0.70815384,-1.0403365,0.18464309,1.6792774,2.0241191,-0.265355,-0.82548183,-0.25570366,-1.6933495,-1.3249688,-1.1452059,-0.98257,4
-0.7052239,-1.0411797,0.1851742,1.6790686,2.0241158,-0.26612625,-0.82555723,-0.25576162,-1.6862489,-1.3247306,-1.1445765,-0.98151445,4
-0.7062076,-1.0437598,0.1864406,1.6762401,2.0241153,-0.26561537,-0.8263524,-0.2563826,-1.6738322,-1.3247522,-1.1438465,-0.9806446,4
-0.7053293,-1.0473837,0.18575495,1.6742359,2.0241175,-0.26647988,-0.8275137,-0.25644228,-1.6744702,-1.3248243,-1.1433233,-0.9796059,4
-0.71217984,-1.0506372,0.18631727,1.6744695,2.0241165,-0.26703802,-0.82733357,-0.25667003,-1.6821243,-1.3250229,-1.1429176,-0.9788984,4
-0.734469,-1.0534029,0.18542606,1.6763968,2.0241172,-0.2667552,-0.8264086,-0.25621077,-1.6897469,-1.3248868,-1.1423988,-0.9783797,4
-0.75752,-1.0552696,0.18484062,1.6765593,2.0241182,-0.26676768,-0.8264305,-0.25616702,-1.6928914,-1.3244796,-1.1416087,-0.9780477,4
-0.77147907,-1.0559113,0.18566415,1.675828,2.02412,-0.2661917,-0.82566065,-0.2562847,-1.6917205,-1.3244364,-1.1411554,-0.97791255,4
-0.7747754,-1.0558532,0.18502124,1.6752928,2.0241168,-0.26533142,-0.82613826,-0.2562618,-1.6877378,-1.3238534,-1.1412041,-0.9777349,4
-0.77912056,-1.0547243,0.18651873,1.675492,2.0241172,-0.26461303,-0.82629484,-0.25639597,-1.6850436,-1.3233546,-1.1410705,-0.9775049,4
-0.79446983,-1.0532665,0.18555659,1.6752943,2.0241182,-0.2657386,-0.82651097,-0.25609246,-1.6854624,-1.3236302,-1.1406239,-0.97734,4
-0.81254226,-1.0512913,0.18487133,1.6777674,2.0241182,-0.26553926,-0.82515544,-0.25577024,-1.6872711,-1.3235023,-1.1404885,-0.9772219,4
-0.8385222,-1.0486238,0.18474628,1.679374,2.024121,-0.2653503,-0.8241909,-0.25573072,-1.688766,-1.3236796,-1.1397201,-0.97713727,4
-0.85774386,-1.0464115,0.1849361,1.6767278,2.0241177,-0.26621708,-0.82489616,-0.25605467,-1.6852918,-1.3221561,-1.138426,-0.9770767,4
-0.8704643,-1.04456,0.18475161,1.6767375,2.0241168,-0.26591623,-0.8251156,-0.25614277,-1.6756101,-1.3178841,-1.1359897,-0.97703314,4
-0.8818518,-1.0428948,0.18457983,1.6765689,2.0241199,-0.26514512,-0.8254322,-0.25609583,-1.6612191,-1.3149492,-1.1332669,-0.9770021,4
-0.89112943,-1.041835,0.18415973,1.6765866,2.024118,-0.26530385,-0.8252749,-0.25625223,-1.6491013,-1.3110591,-1.1310283,-0.9769797,4
-0.89740884,-1.0410671,0.18446957,1.6770104,2.0241163,-0.26597908,-0.82500404,-0.2562669,-1.652658,-1.308722,-1.1283547,-0.9769637,4
-0.9016467,-1.0402765,0.18592514,1.673519,2.0241172,-0.26590064,-0.8260596,-0.25690016,-1.6596216,-1.3067597,-1.1264538,-0.97695225,4
-0.90522903,-1.0397503,0.18690093,1.6749116,2.0241168,-0.26514146,-0.825607,-0.2569446,-1.657052,-1.304553,-1.1256638,-0.9769441,4
-0.90523905,-1.0394486,0.18659502,1.6756743,2.0241158,-0.26556855,-0.8252633,-0.25674537,-1.6561772,-1.302967,-1.1234024,-0.9769382,4
-0.90636325,-1.0397799,0.18596187,1.6775951,2.0241191,-0.26603407,-0.824201,-0.25617638,-1.6652743,-1.3007712,-1.1219661,-0.97693396,4
-0.90657806,-1.0412309,0.18638211,1.6764305,2.0241168,-0.26583493,-0.8244495,-0.25638703,-1.6612556,-1.2980745,-1.1197857,-0.97693104,4
-0.90663326,-1.0441421,0.18711714,1.6735628,2.0241158,-0.26580983,-0.825392,-0.25695992,-1.6548121,-1.2982888,-1.1182851,-0.9769289,4
-0.90756375,-1.0475038,0.18707618,1.6729716,2.0241141,-0.26656178,-0.8259155,-0.2569937,-1.656327,-1.2979602,-1.1174088,-0.9769273,4
-0.90740013,-1.0500771,0.18644567,1.6727607,2.0241208,-0.26660988,-0.8260514,-0.2568192,-1.6454214,-1.2961904,-1.1163967,-0.9769261,4
-0.9002284,-1.0529599,0.18687636,1.674582,2.0241184,-0.26679322,-0.8252202,-0.2567913,-1.6437558,-1.2931824,-1.1143514,-0.9769254,4
-0.8792953,-1.0550449,0.18605681,1.6755856,2.0241177,-0.26645622,-0.8248578,-0.2565537,-1.6391544,-1.2901087,-1.1123501,-0.9769248,4
-0.86355054,-1.0552082,0.18482566,1.6772246,2.0241227,-0.26558408,-0.8239327,-0.25644162,-1.6436346,-1.2883655,-1.110452,-0.97692436,4
-0.8541936,-1.0546148,0.18541574,1.6744156,2.0241148,-0.26647067,-0.82484215,-0.25659022,-1.6421486,-1.2868471,-1.1083815,-0.97692406,4
-0.83440584,-1.0540937,0.184973,1.6730225,2.0241187,-0.26728472,-0.82568735,-0.25675464,-1.6393135,-1.2858725,-1.1066189,-0.97692394,4
-0.80918974,-1.0524149,0.18578337,1.6746439,2.0241172,-0.26662716,-0.82501787,-0.2567826,-1.6386102,-1.28557,-1.1054279,-0.97692376,4
-0.7931519,-1.049407,0.18552081,1.675683,2.0241182,-0.26625732,-0.8245184,-0.25661474,-1.6308476,-1.2852105,-1.1048187,-0.97692364,4
-0.77474827,-1.0463679,0.18646313,1.6753632,2.024114,-0.26697412,-0.8245047,-0.2566061,-1.6291633,-1.2840431,-1.1043822,-0.97692347,4
-0.7622888,-1.0441607,0.18622206,1.6752013,2.0241184,-0.26746872,-0.82382303,-0.2567028,-1.6343468,-1.2821501,-1.1037303,-0.97692347,4
-0.76504606,-1.0425712,0.18534134,1.6747265,2.0241163,-0.26686716,-0.82406825,-0.25647953,-1.6320168,-1.2806243,-1.1021117,-0.976406,4
-0.75568616,-1.0415882,0.1847259,1.6779245,2.0241187,-0.26612455,-0.82251453,-0.2560334,-1.6253972,-1.2795057,-1.1014556,-0.9758949,4
-0.73885334,-1.0409158,0.18395513,1.6801679,2.0241184,-0.2662435,-0.8211368,-0.25561863,-1.6195823,-1.2783016,-1.1025512,-0.9761865,4
-0.7330106,-1.0402838,0.18384504,1.6795437,2.024119,-0.26580065,-0.82163805,-0.25576004,-1.6209682,-1.2770541,-1.101851,-0.97639537,4
-0.7448076,-1.0400231,0.18527246,1.675972,2.0241168,-0.26619354,-0.8226794,-0.25628543,-1.6228691,-1.2757101,-1.0981598,-0.97204965,4
-0.76334375,-1.0401845,0.1846848,1.6767958,2.0241191,-0.26574185,-0.8223945,-0.25607607,-1.6223005,-1.2754622,-1.0956538,-0.9632548,4
-0.77866185,-1.0404465,0.18535386,1.6768234,2.0241165,-0.26474804,-0.8225326,-0.25618115,-1.6179209,-1.2750894,-1.0922841,-0.96093976,4
-0.80682194,-1.0417333,0.18562716,1.6763498,2.0241187,-0.26678813,-0.82293487,-0.25613204,-1.6124103,-1.2739561,-1.0910403,-0.95915335,4
-0.8448006,-1.0444866,0.18549597,1.6774958,2.0241199,-0.2670965,-0.8222901,-0.25616685,-1.6136166,-1.2727474,-1.0914458,-0.9472953,4
-0.87513876,-1.0474569,0.18480246,1.6781467,2.0241182,-0.26641718,-0.82172537,-0.25591812,-1.6117929,-1.2697909,-1.090299,-0.93455017,4
-0.8955359,-1.0504372,0.1857683,1.67654,2.0241187,-0.26507512,-0.82243216,-0.2563355,-1.6060312,-1.2676255,-1.0884906,-0.9260793,4
-0.9077755,-1.052868,0.18537182,1.6747541,2.0241187,-0.26688954,-0.8237557,-0.2564616,-1.6031547,-1.2669922,-1.0883461,-0.91765106,4
-0.9183761,-1.0540006,0.18532248,1.6773126,2.0241199,-0.2658676,-0.8222822,-0.25645316,-1.6073587,-1.2665066,-1.0878212,-0.91359246,4
-0.92759246,-1.0536817,0.18563142,1.6758229,2.0241168,-0.26529685,-0.8229053,-0.256415,-1.6058255,-1.2656474,-1.0858504,-0.91536903,4
-0.9337123,-1.053157,0.18606117,1.6763258,2.0241177,-0.26668495,-0.8227528,-0.25641793,-1.5999945,-1.2648801,-1.083931,-0.9153584,4
-0.94260544,-1.052904,0.18611479,1.6744764,2.0241141,-0.26601654,-0.82307386,-0.25664243,-1.5994947,-1.2632207,-1.082278,-0.91287595,4
-0.94891196,-1.0511832,0.18589492,1.6753999,2.024116,-0.26649037,-0.8227339,-0.25629914,-1.6008959,-1.2593554,-1.0794761,-0.9069655,4
-0.9488437,-1.0483043,0.18534768,1.676559,2.0241182,-0.26599556,-0.8221815,-0.256086,-1.5977749,-1.2560136,-1.077107,-0.901681,4
-0.95056516,-1.0457283,0.18591541,1.6776634,2.0241165,-0.26631707,-0.8216754,-0.2562151,-1.5947034,-1.2540444,-1.0751098,-0.8991538,4
-0.95034933,-1.043806,0.18569817,1.6771842,2.0241182,-0.26616558,-0.8219409,-0.25618404,-1.5965246,-1.2523847,-1.073609,-0.8973491,4
-0.9463434,-1.0425669,0.18559988,1.6748796,2.0241175,-0.26605302,-0.82215434,-0.25642437,-1.5919304,-1.2513851,-1.0726569,-0.89502364,4
-0.9446471,-1.041558,0.18511158,1.6759573,2.0241206,-0.2663194,-0.82184994,-0.2562471,-1.5888239,-1.2498817,-1.072414,-0.8909796,4
-0.94260144,-1.0406686,0.18380652,1.6780636,2.024118,-0.26620737,-0.8207911,-0.25597394,-1.5886592,-1.2491415,-1.0723304,-0.88610345,4
-0.93609315,-1.0402694,0.1842261,1.6785909,2.024119,-0.26527092,-0.8206825,-0.25599727,-1.5867635,-1.247667,-1.0721141,-0.8802987,4
-0.91528654,-1.0401458,0.1844982,1.6773497,2.0241196,-0.26544392,-0.82136,-0.25610667,-1.5871173,-1.244966,-1.0711297,-0.87591654,4
-0.8975042,-1.0405185,0.1870273,1.6744529,2.0241227,-0.2646477,-0.8222703,-0.25708106,-1.5860605,-1.2432727,-1.0702666,-0.87325215,4
-0.8915811,-1.041444,0.18611386,1.6749291,2.0241168,-0.26453498,-0.8218615,-0.2567721,-1.583517,-1.2415799,-1.069771,-0.869625,4
-0.88711345,-1.0427136,0.18529737,1.6762362,2.0241177,-0.26486003,-0.82154423,-0.2565256,-1.5808433,-1.2407491,-1.0692416,-0.8666973,4
-0.8813931,-1.045371,0.18481326,1.6765511,2.0241177,-0.26619488,-0.82151824,-0.25631043,-1.5803478,-1.2399979,-1.0688622,-0.8645996,4
-0.8704292,-1.0487678,0.18466397,1.6759701,2.0241177,-0.26521686,-0.82155323,-0.25626874,-1.574335,-1.239731,-1.0685904,-0.8660556,4
-0.85432917,-1.0515511,0.18546444,1.6760951,2.0241163,-0.2645531,-0.82128376,-0.25630292,-1.5754095,-1.2390645,-1.0683955,-0.8695824,4
-0.8365799,-1.053346,0.18667023,1.6729795,2.024118,-0.2655359,-0.82213223,-0.2568342,-1.5706087,-1.2383019,-1.0682559,-0.8706476,4
-0.81945705,-1.0542575,0.18515258,1.673652,2.0241177,-0.26607516,-0.8218484,-0.2564015,-1.5701119,-1.2378324,-1.0681559,-0.86868936,4
-0.806316,-1.0540471,0.18526533,1.6768179,2.0241182,-0.26547298,-0.8205014,-0.25621668,-1.5686176,-1.2376206,-1.0680844,-0.8637768,4
-0.7980974,-1.0531108,0.18459025,1.6767023,2.0241177,-0.2666905,-0.82051706,-0.25611505,-1.5643731,-1.2378238,-1.0680329,-0.8610253,4
-0.79371303,-1.0526992,0.18437928,1.6771767,2.0241153,-0.26718846,-0.8203091,-0.2561924,-1.5648686,-1.237603,-1.067996,-0.8589792,4
-0.7950791,-1.0519199,0.18482906,1.675439,2.0241148,-0.26519138,-0.82038826,-0.25643533,-1.5606666,-1.2368358,-1.0679698,-0.85772467,4
-0.79219335,-1.050234,0.18450718,1.6768433,2.0241208,-0.2653081,-0.8198584,-0.256156,-1.5635297,-1.2357751,-1.0679508,-0.8593595,4
-0.76863647,-1.0477691,0.184814,1.6784959,2.0241187,-0.265365,-0.8190022,-0.25600812,-1.5606071,-1.2351123,-1.0679373,-0.8632427,4
-0.7410907,-1.0451499,0.1842615,1.6797653,2.0241158,-0.26424593,-0.8182846,-0.25562146,-1.5620496,-1.2351896,-1.0679276,-0.8652598,4
-0.7300816,-1.0434387,0.18496253,1.6780027,2.024118,-0.2647326,-0.8191222,-0.2558449,-1.5600687,-1.2354393,-1.0679207,-0.8625109,4
-0.71965075,-1.042243,0.18650845,1.6768949,2.0241227,-0.26357183,-0.818943,-0.25650382,-1.557976,-1.2352223,-1.0679157,-0.85911906,4
-0.7005194,-1.041052,0.18459368,1.677176,2.0241175,-0.26358762,-0.8188928,-0.25595048,-1.5589826,-1.2348247,-1.0679121,-0.85670906,4
-0.6929401,-1.040372,0.18381156,1.6770756,2.0241177,-0.26356393,-0.8189936,-0.25582528,-1.5562843,-1.233768,-1.0679096,-0.8551924,4
-0.71032494,-1.0401736,0.18484968,1.6781669,2.0241163,-0.26469082,-0.8186936,-0.25584716,-1.5554779,-1.2328211,-1.0679078,-0.85416275,4
-0.73059756,-1.0400878,0.18420386,1.6789615,2.024118,-0.26548153,-0.8184901,-0.25554827,-1.5526731,-1.2320154,-1.0679064,-0.85310936,4
-0.74711215,-1.0408107,0.18501952,1.6786516,2.0241199,-0.26554,-0.8185447,-0.25606552,-1.5499543,-1.2301713,-1.0679055,-0.8523413,4
-0.7578282,-1.0425769,0.18445563,1.6755037,2.0241175,-0.26507124,-0.8195571,-0.2562736,-1.5482972,-1.2293118,-1.0679048,-0.85185266,4
-0.76386166,-1.0453162,0.18446122,1.6752338,2.0241165,-0.26504305,-0.8200036,-0.25631517,-1.5438721,-1.2289985,-1.0679045,-0.8514702,4
-0.7690189,-1.0488346,0.18504496,1.6760021,2.0241165,-0.263751,-0.8196147,-0.25629187,-1.540307,-1.227446,-1.0679041,-0.8509933,4
-0.77659416,-1.0511873,0.18512242,1.6750736,2.0241184,-0.26334256,-0.8201887,-0.25625533,-1.5384868,-1.2259967,-1.0679038,-0.85012275,4
-0.78514606,-1.0525159,0.18312731,1.6781679,2.0241196,-0.26313186,-0.8183399,-0.25574172,-1.5356662,-1.2254719,-1.0679035,-0.84874827,4
-0.80200493,-1.05403,0.1831449,1.6765232,2.024118,-0.26343063,-0.818369,-0.25627768,-1.5343925,-1.2251203,-1.0679035,-0.847251,4
-0.8339812,-1.0550897,0.18347518,1.6766721,2.02412,-0.26385644,-0.8184539,-0.25608346,-1.5345726,-1.2240316,-1.0679034,-0.8452184,4
-0.86641324,-1.0542873,0.18324454,1.6785864,2.0241187,-0.26370743,-0.8175613,-0.2558649,-1.5326833,-1.2234932,-1.0679034,-0.8436591,4
-0.892087,-1.0534257,0.1851527,1.6763287,2.0241175,-0.26434904,-0.8186638,-0.2564923,-1.5292805,-1.22273,-1.0679032,-0.8441189,4
-0.91194606,-1.0526487,0.1846124,1.676788,2.0241184,-0.2631986,-0.8184562,-0.2563746,-1.5245115,-1.2228322,-1.0679032,-0.84385675,4
-0.9250771,-1.0505584,0.18537395,1.6734476,2.0241148,-0.26328596,-0.8194834,-0.25614312,-1.5230098,-1.2222085,-1.0679032,-0.8425565,4
-0.93298554,-1.0479587,0.18533318,1.6728793,2.0241163,-0.26434475,-0.819991,-0.25664213,-1.52006,-1.2211099,-1.0679032,-0.8411026,4
-0.9403561,-1.0455317,0.18541768,1.6748207,2.0241182,-0.2643737,-0.81920266,-0.25640547,-1.5187689,-1.220108,-1.0679032,-0.8396859,4
-0.94496727,-1.0438668,0.18517998,1.6751223,2.0241182,-0.26586616,-0.8190966,-0.25624746,-1.5205882,-1.2199557,-1.0679032,-0.8388036,4
-0.9463012,-1.0424867,0.18495265,1.6751083,2.0241184,-0.26649103,-0.818941,-0.25616804,-1.5190507,-1.2191513,-1.0679032,-0.838778,4
-0.946508,-1.0412143,0.18498422,1.6779178,2.024121,-0.26591262,-0.8176461,-0.25613022,-1.5196424,-1.2167406,-1.0679032,-0.8406552,4
